Filename,Drug Name,Cancer Type,Number of Patients,Treatment_OS,Control_OS,OS_Improvement (%),Treatment_PFS,Control_PFS,PFS_Improvement (%),Other Outcome Measures,Brief Study Summary,Formatted Study Results
page_221.txt,Atezolizumab (Tecentriq),Triple Negative Breast Cancer (mTNBC),Not specified,Not effective,Favored paclitaxel + placebo,Not effective,Not effective,Not effective,Not effective,{},The clinical trial studying atezolizumab and paclitaxel in patients with mTNBC did not show significant reduction in cancer progression and death compared to placebo and paclitaxel. Interim overall survival results favored paclitaxel + placebo over paclitaxel + atezolizumab in both PD-L1-positive and total population. FDA will review the findings and communicate any changes. Health care professionals should not replace paclitaxel protein-bound with paclitaxel in clinical practice.,N/A
page_222.txt,pralsetinib (GAVRETO),RET fusion-positive non-small cell lung cancer (NSCLC),87 patients previously treated with platinum chemotherapy and 27 patients who never received systemic treatment,Not provided,Not provided,Not provided,Not provided,Not provided,Not provided,"{'Overall Response Rate (ORR)': '57% in previously treated patients, 70% in treatment-naive patients', 'Response Duration': '80% of responding patients in previously treated group had responses lasting 6 months or longer, 58% in treatment-naive group'}","Pralsetinib (GAVRETO) was granted accelerated approval for adult patients with metastatic RET fusion-positive NSCLC. Efficacy was demonstrated in a multicenter clinical trial with high overall response rates and durable responses in both previously treated and treatment-naive patients. Common adverse reactions were reported, and the recommended dose and administration instructions were provided.","In a study of patients with RET fusion-positive NSCLC, the overall response rate (ORR) was 57% in those previously treated with platinum chemotherapy and 70% in treatment-naive patients. The response duration was 6 months or longer in 80% of responding previously treated patients and 58% of treatment-naive patients. The study showed promising efficacy outcomes in terms of ORR and response duration for patients with RET alterations, indicating potential benefits for this patient population in terms of overall survival (OS) and progression-free survival (PFS)."
page_223.txt,ONUREG,Acute Myeloid Leukemia,472,24.7 months,14.8 months,40.54%,not provided,not provided,not provided,"{'Adverse Reactions': ['nausea', 'vomiting', 'diarrhea', 'fatigue/asthenia', 'constipation', 'pneumonia', 'abdominal pain', 'arthralgia', 'decreased appetite', 'febrile neutropenia', 'dizziness', 'pain in extremity'], 'Recommended Dose': '300 mg orally once daily with or without food on days 1 through 14 of each 28-day cycle'}","The study investigated the efficacy of ONUREG in patients with acute myeloid leukemia who achieved first complete remission or complete remission with incomplete blood count recovery following intensive induction chemotherapy. The median overall survival was 24.7 months in the ONUREG arm compared to 14.8 months in the placebo arm, showing a 40.54% improvement in overall survival. Adverse reactions included nausea, vomiting, diarrhea, and fatigue/asthenia.","In the QUAZAR study, patients who achieved CR or CRi with intensive induction chemotherapy were randomized to receive Onureg or placebo. The study showed a significant improvement in overall survival (OS) with a median OS of 24.7 months in the Onureg arm compared to 14.8 months in the placebo arm. The hazard ratio (HR) was 0.69, indicating a 31% reduction in the risk of death with Onureg. Subgroup analysis confirmed the OS benefit for patients in either CR or CRi. Progression-free survival (PFS) and response outcomes were not specifically mentioned in the summary provided."
page_224.txt,Guardant360 CDx,not specified,not specified,not specified,not specified,not specified,not specified,not specified,not specified,{},The study outcomes related to the Guardant360 CDx were not provided in the text.,N/A
page_225.txt,Carfilzomib (KYPROLIS) and Daratumumab (DARZALEX),Multiple Myeloma,"466 in CANDOR trial, 85 in EQUULEUS trial",Not provided,Not provided,Not provided,Not reached in DKd arm,15.8 months in Kd arm,37% improvement in PFS (HR 0.63),"{'ORR': '81%', 'DOR': '27.5 months'}","Carfilzomib and daratumumab in combination with dexamethasone showed a 37% improvement in progression-free survival compared to carfilzomib and dexamethasone alone in patients with relapsed or refractory multiple myeloma. The overall response rate was 81% with a duration of response of 27.5 months. Common adverse reactions included infusion related reactions, anemia, diarrhea, and fatigue.","The combination of carfilzomib and daratumumab with dexamethasone showed promising results in two clinical trials. In the CANDOR trial, the DKd arm had a median PFS that was not reached, compared to 15.8 months in the Kd arm. The EQUULEUS trial showed an ORR of 81% in patients with relapsed or refractory multiple myeloma, with a duration of response of 27.5 months. These results suggest that the combination therapy may be effective in improving PFS and ORR in patients with multiple myeloma who have received prior lines of therapy."
page_226.txt,Belantamab mafodotin-blmf,Multiple myeloma,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,"{'ORR': '31%', 'DOR': '73% of responders had response durations ≥6 months'}","Belantamab mafodotin-blmf was granted accelerated approval for adult patients with relapsed or refractory multiple myeloma who have received at least 4 prior therapies. The drug showed an overall response rate of 31%, with 73% of responders having response durations of at least 6 months. However, the confirmatory trial did not meet its primary endpoint for superior progression-free survival, leading to the FDA's withdrawal of the biologics license.","In a study evaluating belantamab mafodotin-blmf in patients with multiple myeloma, the overall response rate (ORR) was 31%, with 73% of responders having response durations ≥6 months. The recommended dose of 2.5 mg/kg was associated with these response outcomes. However, the drug carries a Boxed Warning for ocular toxicity, including severe vision loss and corneal ulcer. Ophthalmic exams are recommended at baseline, prior to each dose, and for worsening symptoms. Due to these risks, belantamab mafodotin-blmf is only available through a restricted program under a Risk Evaluation and Mitigation Strategy (REMS) called the BLENREP REMS."
page_227.txt,tafasitamab-cxix (MONJUVI),Diffuse large B-cell lymphoma (DLBCL),81,Not provided,Not provided,Not provided,Not provided,Not provided,Not provided,"{'Best ORR': '55% (complete responses in 37% and partial responses in 18% of patients)', 'Median Response Duration': '21.7 months'}","Tafasitamab-cxix in combination with lenalidomide showed a best overall response rate of 55% in patients with relapsed or refractory DLBCL. The most common adverse reactions were neutropenia, fatigue, anemia, and diarrhea. The study was based on an open-label, multicenter single-arm trial in 81 patients.","In the L-MIND study, tafasitamab-cxix with lenalidomide showed promising efficacy in 71 DLBCL patients. The best overall response rate (ORR) was 55%, with 37% achieving complete responses and 18% achieving partial responses. The median response duration was 21.7 months. Overall survival (OS) and progression-free survival (PFS) data were not provided in the summary."
page_228.txt,Atezolizumab (Tecentriq),BRAF V600 mutation-positive unresectable or metastatic melanoma,514,Not provided,Not provided,Not provided,15.1 months,10.6 months,42.45%,"{'Adverse Reactions': ['rash', 'musculoskeletal pain', 'nausea', 'fatigue', 'hepatotoxicity', 'pyrexia', 'pruritus', 'edema', 'stomatitis', 'hypothyroidism', 'photosensitivity reaction']}","Atezolizumab in combination with cobimetinib and vemurafenib showed a significant improvement in progression-free survival (PFS) compared to placebo in patients with BRAF V600 mutation-positive unresectable or metastatic melanoma. The most common adverse reactions included rash, musculoskeletal pain, and nausea.","The study evaluated the efficacy of cobimetinib and vemurafenib in combination with atezolizumab in 514 patients with promising results. The median progression-free survival (PFS) was 15.1 months in the atezolizumab arm compared to 10.6 months in the placebo arm. The hazard ratio (HR) for PFS was 0.78, indicating a significant improvement in PFS with the combination therapy. Overall survival (OS) data was not provided in the summary. Response outcomes such as objective response rate (ORR), duration of response (DOR), complete response (CR), and partial response (PR) were not mentioned in the summary. The study demonstrated a benefit in PFS with the addition of atezolizumab to cobimetinib and vemurafenib in patients with the specified cancer type."
page_229.txt,brexucabtagene autoleucel (TECARTUS),mantle cell lymphoma (MCL),74,Not provided,Not provided,Not provided,Not provided,Not provided,Not provided,"{'ORR': '87%', 'DOR': 'Not provided'}","Brexucabtagene autoleucel received accelerated approval for the treatment of adult patients with relapsed or refractory mantle cell lymphoma based on the ZUMA-2 trial. The study showed an objective response rate of 87% with a complete remission rate of 62%. The most common Grade 3 or higher reactions included anemia, neutropenia, and thrombocytopenia. The recommended dose is a single intravenous infusion preceded by lymphodepleting chemotherapy.","The study evaluated brexucabtagene autoleucel in patients with refractory large B-cell lymphoma. The overall response rate (ORR) was 87%, with a complete remission (CR) rate of 62%. The median duration of response was not reached. Grade 3 or higher reactions included anemia, neutropenia, and cytokine release syndrome. The FDA approved brexucabtagene autoleucel with a Risk Evaluation and Mitigation Strategy due to potential toxicities. The recommended dose is a single infusion preceded by lymphodepleting chemotherapy. The approval was based on ORR and durability of response, with continued approval contingent on confirmatory trials. Brexucabtagene autoleucel received orphan drug designation, breakthrough therapy designation, and priority review from the FDA. Healthcare professionals should report all serious reactions."
page_23.txt,Pembrolizumab (Keytruda),Malignant Pleural Mesothelioma (MPM),"440 (222 in treatment arm, 218 in control arm)",17.3 months,16.1 months,7.50%,7.1 months,7.1 months,0%,"{'ORR': {'Treatment Arm': '52%', 'Control Arm': '29%'}, 'DOR': {'Treatment Arm': '6.9 months', 'Control Arm': '6.8 months'}}","Pembrolizumab in combination with chemotherapy showed a statistically significant improvement in overall survival for patients with unresectable advanced or metastatic MPM compared to chemotherapy alone. The treatment arm demonstrated a median OS of 17.3 months, a 7.5% improvement over the control arm. Additionally, the treatment arm had a higher objective response rate of 52% and a similar progression-free survival compared to the control arm.",Efficacy and
page_230.txt,Inqovi,"Myelodysplastic syndromes (MDS) including refractory anemia, refractory anemia with ringed sideroblasts, refractory anemia with excess blasts, and chronic myelomonocytic leukemia (CMML)","80 in trial ASTX727-01-B, 133 in trial ASTX727-02",Not provided,Not provided,Not provided,Not provided,Not provided,Not provided,"{'Complete Response Rate': '18% in trial ASTX727-01-B, 21% in trial ASTX727-02', 'Median Duration of Complete Response': '8.7 months in trial ASTX727-01-B, 7.5 months in trial ASTX727-02', 'Transfusion Independence Rate': '49% in trial ASTX727-01-B, 53% in trial ASTX727-02'}","Inqovi, an oral combination of decitabine and cedazuridine, was approved for adult patients with MDS. Trials demonstrated significant complete response rates and transfusion independence in patients. Common adverse reactions were reported, and the safety profile was similar to IV decitabine. Inqovi showed efficacy in treating MDS and CMML.","The study showed that 21% of patients achieved a complete response (CR) with a median duration of 7.5 months. Among patients dependent on transfusions at baseline, 53% became transfusion-independent, while 63% of those already independent remained so. Overall survival (OS) and progression-free survival (PFS) data were not provided. These results suggest a significant proportion of patients achieved a CR and were able to reduce or eliminate the need for transfusions, indicating a positive response to treatment."
